Publikation;Erscheinungstag;Druckprodukt;Startzeit;Produktionsende;Geplante Auflage;Sektion;Papiername;Planungskommentar;?txt_PagesInBroadSheets;Struktur
Samstag, 28. September 2013
AZ;2013-09-28;BU;2013-09-28 00:13:00;2013-09-28 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-09-28;MO;2013-09-28 00:35:00;2013-09-28 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-09-28;KE;2013-09-28 01:05:00;2013-09-28 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 29. September 2013
AZ;2013-09-30;WE;2013-09-29 21:10:00;2013-09-29 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-09-30;FU;2013-09-29 21:38:00;2013-09-29 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-09-30;IS;2013-09-29 22:09:00;2013-09-29 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-09-30;ME;2013-09-29 22:52:00;2013-09-29 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-09-30;KF;2013-09-29 23:39:00;2013-09-29 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-09-29;SO;2013-09-29 12:01:00;2013-09-29 12:02:00;1;F2;45 g - Standard;;;
Montag, 30. September 2013
AZ;2013-09-30;BU;2013-09-30 00:13:00;2013-09-30 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-09-30;MO;2013-09-30 00:35:00;2013-09-30 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-09-30;KE;2013-09-30 01:05:00;2013-09-30 01:42:00;24300;F1;45 g - Standard;;;
HF;2013-10-01;AL_1;2013-09-30 07:10:00;2013-09-30 08:33:00;110000;F1;52 g - UPM Brite 69C;;;
EX;2013-10-04;EXA_01;2013-09-30 10:40:00;2013-09-30 12:14:00;125000;F1;45 g - Standard;;;
MDG;2013-10-02;Saturn;2013-09-30 12:40:00;2013-09-30 13:50:00;92000;F1;45 g - Standard;;;
AZ;2013-10-01;WE;2013-09-30 21:10:00;2013-09-30 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-01;FU;2013-09-30 21:38:00;2013-09-30 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-01;IS;2013-09-30 22:09:00;2013-09-30 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-01;ME;2013-09-30 22:52:00;2013-09-30 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-01;KF;2013-09-30 23:39:00;2013-09-30 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 1. Oktober 2013
AZ;2013-10-01;BU;2013-10-01 00:13:00;2013-10-01 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-01;MO;2013-10-01 00:35:00;2013-10-01 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-01;KE;2013-10-01 01:05:00;2013-10-01 01:42:00;24300;F1;45 g - Standard;;;
WA;2013-10-02;EKE;2013-10-01 08:10:00;2013-10-01 09:36:00;57000;F1;45 g - Standard;;;
WA;2013-10-02;EKF;2013-10-01 09:51:00;2013-10-01 11:23:00;61000;F1;45 g - Standard;;;
WA;2013-10-02;EME;2013-10-01 11:38:00;2013-10-01 12:52:00;49000;F1;45 g - Standard;;;
WA;2013-10-02;EIS;2013-10-01 13:07:00;2013-10-01 14:03:00;37000;F1;45 g - Standard;;;
WA;2013-10-02;EFU;2013-10-01 14:18:00;2013-10-01 14:58:00;26000;F1;45 g - Standard;;;
MDG;2013-10-04;Papst;2013-10-01 16:10:00;2013-10-01 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-10-02;WE;2013-10-01 21:10:00;2013-10-01 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-02;FU;2013-10-01 21:38:00;2013-10-01 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-02;IS;2013-10-01 22:11:00;2013-10-01 22:39:00;18000;F1;45 g - Standard;;;
AZ;2013-10-02;ME;2013-10-01 22:54:00;2013-10-01 23:26:00;21300;F1;45 g - Standard;;;
AZ;2013-10-02;KF;2013-10-01 23:41:00;2013-10-02 00:18:00;24300;F1;45 g - Standard;;;
Mittwoch, 2. Oktober 2013
AZ;2013-10-02;BU;2013-10-02 00:33:00;2013-10-02 00:40:00;4200;F1;45 g - Standard;;;
AZ;2013-10-02;MO;2013-10-02 00:55:00;2013-10-02 01:10:00;9700;F1;45 g - Standard;;;
AZ;2013-10-02;KE;2013-10-02 01:25:00;2013-10-02 02:02:00;24300;F1;45 g - Standard;;;
HF;2013-10-05;AL_1;2013-10-02 06:50:00;2013-10-02 09:52:00;121000;F1;45 g - Standard;;;
HF;2013-10-11;KF_1;2013-10-02 10:10:00;2013-10-02 10:30:00;26500;F1;52 g - Standard;;;
WA;2013-10-05;ESA;2013-10-02 16:40:00;2013-10-02 18:42:00;81000;F1;45 g - Standard;;;
WA;2013-10-05;ESA_1;2013-10-02 18:57:00;2013-10-02 19:47:00;33000;F1;45 g - Standard;;;
Donnerstag, 3. Oktober 2013
AZ;2013-10-04;WE;2013-10-03 21:10:00;2013-10-03 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-04;FU;2013-10-03 21:38:00;2013-10-03 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-04;IS;2013-10-03 22:09:00;2013-10-03 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-04;ME;2013-10-03 22:52:00;2013-10-03 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-04;KF;2013-10-03 23:39:00;2013-10-03 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-10-03;FREI;2013-10-03 12:01:00;2013-10-03 12:01:00;0;F2;45 g - Standard;;;
Freitag, 4. Oktober 2013
AZ;2013-10-04;BU;2013-10-04 00:13:00;2013-10-04 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-04;MO;2013-10-04 00:35:00;2013-10-04 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-04;KE;2013-10-04 01:05:00;2013-10-04 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-10-10;KM_E;2013-10-04 07:40:00;2013-10-04 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-10-10;KM_MUC;2013-10-04 08:17:00;2013-10-04 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-10-10;KM_A;2013-10-04 09:11:00;2013-10-04 10:59:00;143000;F1;45 g - Standard;;;
HF;2013-10-05;KE_1;2013-10-04 11:17:00;2013-10-04 11:53:00;47000;F1;52 g - Standard;;;
AZ;2013-10-05;AL_1;2013-10-04 15:30:00;2013-10-04 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-10-05;IS_9;2013-10-04 17:39:00;2013-10-04 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-10-05;ME_9;2013-10-04 18:09:00;2013-10-04 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-10-05;WE_9;2013-10-04 18:41:00;2013-10-04 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-10-05;FU_9;2013-10-04 19:04:00;2013-10-04 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-10-05;KF_9;2013-10-04 19:28:00;2013-10-04 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-10-05;BU_9;2013-10-04 19:53:00;2013-10-04 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-10-05;KE_9;2013-10-04 20:12:00;2013-10-04 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-10-05;MO_9;2013-10-04 20:48:00;2013-10-04 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-10-05;WE;2013-10-04 21:10:00;2013-10-04 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-05;FU;2013-10-04 21:38:00;2013-10-04 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-05;IS;2013-10-04 22:09:00;2013-10-04 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-05;ME;2013-10-04 22:52:00;2013-10-04 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-05;KF;2013-10-04 23:39:00;2013-10-04 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 5. Oktober 2013
AZ;2013-10-05;BU;2013-10-05 00:13:00;2013-10-05 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-05;MO;2013-10-05 00:35:00;2013-10-05 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-05;KE;2013-10-05 01:05:00;2013-10-05 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 6. Oktober 2013
AZ;2013-10-07;WE;2013-10-06 21:10:00;2013-10-06 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-07;FU;2013-10-06 21:38:00;2013-10-06 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-07;IS;2013-10-06 22:09:00;2013-10-06 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-07;ME;2013-10-06 22:52:00;2013-10-06 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-07;KF;2013-10-06 23:39:00;2013-10-06 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-10-06;SO;2013-10-06 12:01:00;2013-10-06 12:02:00;1;F2;45 g - Standard;;;
Montag, 7. Oktober 2013
AZ;2013-10-07;BU;2013-10-07 00:13:00;2013-10-07 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-07;MO;2013-10-07 00:35:00;2013-10-07 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-07;KE;2013-10-07 01:05:00;2013-10-07 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-10-10;KM_B;2013-10-07 07:44:00;2013-10-07 10:48:00;245000;F1;45 g - Standard;;;
HF;2013-10-08;KE_1;2013-10-07 11:10:00;2013-10-07 11:43:00;43000;F1;52 g - Standard;;;
HF;2013-10-09;FU_1;2013-10-07 12:40:00;2013-10-07 13:48:00;90000;F1;52 g - Standard;;;
MDG;2013-10-09;EP;2013-10-07 14:40:00;2013-10-07 15:14:00;45000;F1;52 g - UPM Brite 69C;;;
AZ;2013-10-08;WE;2013-10-07 21:10:00;2013-10-07 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-08;FU;2013-10-07 21:38:00;2013-10-07 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-08;IS;2013-10-07 22:09:00;2013-10-07 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-08;ME;2013-10-07 22:52:00;2013-10-07 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-08;KF;2013-10-07 23:39:00;2013-10-07 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 8. Oktober 2013
AZ;2013-10-08;BU;2013-10-08 00:13:00;2013-10-08 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-08;MO;2013-10-08 00:35:00;2013-10-08 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-08;KE;2013-10-08 01:05:00;2013-10-08 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-10-11;EXA_01;2013-10-08 08:40:00;2013-10-08 10:14:00;125000;F1;45 g - Standard;;;
MDG;2013-10-10;Saturn;2013-10-08 11:55:00;2013-10-08 13:05:00;92000;F1;45 g - Standard;;;
WA;2013-10-09;EIS;2013-10-08 14:10:00;2013-10-08 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-10-09;EFU;2013-10-08 15:21:00;2013-10-08 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-10-09;WE;2013-10-08 21:10:00;2013-10-08 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-09;FU;2013-10-08 21:38:00;2013-10-08 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-09;IS;2013-10-08 22:09:00;2013-10-08 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-09;ME;2013-10-08 22:52:00;2013-10-08 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-09;KF;2013-10-08 23:39:00;2013-10-09 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 9. Oktober 2013
AZ;2013-10-09;BU;2013-10-09 00:31:00;2013-10-09 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-10-09;MO;2013-10-09 00:53:00;2013-10-09 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-10-09;KE;2013-10-09 01:23:00;2013-10-09 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-10-10;EKE;2013-10-09 10:10:00;2013-10-09 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-10-10;EKF;2013-10-09 11:08:00;2013-10-09 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-10-10;EME;2013-10-09 12:09:00;2013-10-09 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-10-11;Papst;2013-10-09 16:10:00;2013-10-09 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-10-10;WE;2013-10-09 21:10:00;2013-10-09 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-10;FU;2013-10-09 21:38:00;2013-10-09 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-10;IS;2013-10-09 22:09:00;2013-10-09 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-10;ME;2013-10-09 22:52:00;2013-10-09 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-10;KF;2013-10-09 23:39:00;2013-10-10 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 10. Oktober 2013
AZ;2013-10-10;BU;2013-10-10 00:31:00;2013-10-10 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-10-10;KE;2013-10-10 00:53:00;2013-10-10 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-10-10;MO;2013-10-10 01:45:00;2013-10-10 02:00:00;9700;F1;45 g - Standard;;;
HF;2013-10-15;FU_1;2013-10-10 07:10:00;2013-10-10 07:18:00;10000;F1;52 g - UPM Brite 69C;;;
HF;2013-10-15;IS_1;2013-10-10 07:33:00;2013-10-10 07:47:00;18000;F1;52 g - UPM Brite 69C;;;
HF;2013-10-15;KE_1;2013-10-10 08:02:00;2013-10-10 08:21:00;24000;F1;52 g - UPM Brite 69C;;;
HF;2013-10-15;OAL_1;2013-10-10 08:36:00;2013-10-10 08:55:00;25000;F1;52 g - UPM Brite 69C;;;
HF;2013-10-15;ME_1;2013-10-10 09:10:00;2013-10-10 09:26:00;21000;F1;52 g - UPM Brite 69C;;;
HF;2013-10-15;WE_1;2013-10-10 09:41:00;2013-10-10 09:48:00;8500;F1;52 g - UPM Brite 69C;;;
WA;2013-10-12;ESA_1;2013-10-10 16:40:00;2013-10-10 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-10-12;ESA;2013-10-10 17:45:00;2013-10-10 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-10-11;WE;2013-10-10 21:10:00;2013-10-10 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-11;FU;2013-10-10 21:38:00;2013-10-10 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-11;IS;2013-10-10 22:09:00;2013-10-10 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-11;ME;2013-10-10 22:52:00;2013-10-10 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-11;KF;2013-10-10 23:39:00;2013-10-10 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 11. Oktober 2013
AZ;2013-10-11;BU;2013-10-11 00:13:00;2013-10-11 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-11;MO;2013-10-11 00:35:00;2013-10-11 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-11;KE;2013-10-11 01:05:00;2013-10-11 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-10-17;KM_E;2013-10-11 07:40:00;2013-10-11 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-10-17;KM_MUC;2013-10-11 08:17:00;2013-10-11 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-10-17;KM_A;2013-10-11 09:11:00;2013-10-11 10:59:00;143000;F1;45 g - Standard;;;
AZ;2013-10-12;AL_1;2013-10-11 15:30:00;2013-10-11 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-10-12;IS_9;2013-10-11 17:39:00;2013-10-11 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-10-12;ME_9;2013-10-11 18:09:00;2013-10-11 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-10-12;WE_9;2013-10-11 18:41:00;2013-10-11 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-10-12;FU_9;2013-10-11 19:04:00;2013-10-11 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-10-12;KF_9;2013-10-11 19:28:00;2013-10-11 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-10-12;BU_9;2013-10-11 19:53:00;2013-10-11 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-10-12;KE_9;2013-10-11 20:12:00;2013-10-11 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-10-12;MO_9;2013-10-11 20:48:00;2013-10-11 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-10-12;WE;2013-10-11 21:10:00;2013-10-11 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-12;FU;2013-10-11 21:38:00;2013-10-11 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-12;IS;2013-10-11 22:09:00;2013-10-11 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-12;ME;2013-10-11 22:52:00;2013-10-11 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-12;KF;2013-10-11 23:39:00;2013-10-11 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 12. Oktober 2013
AZ;2013-10-12;BU;2013-10-12 00:13:00;2013-10-12 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-12;MO;2013-10-12 00:35:00;2013-10-12 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-12;KE;2013-10-12 01:05:00;2013-10-12 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 13. Oktober 2013
AZ;2013-10-14;WE;2013-10-13 21:10:00;2013-10-13 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-14;FU;2013-10-13 21:38:00;2013-10-13 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-14;IS;2013-10-13 22:09:00;2013-10-13 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-14;ME;2013-10-13 22:52:00;2013-10-13 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-14;KF;2013-10-13 23:39:00;2013-10-13 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-10-13;SO;2013-10-13 12:01:00;2013-10-13 12:02:00;1;F2;45 g - Standard;;;
Montag, 14. Oktober 2013
AZ;2013-10-14;BU;2013-10-14 00:13:00;2013-10-14 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-14;MO;2013-10-14 00:35:00;2013-10-14 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-14;KE;2013-10-14 01:05:00;2013-10-14 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-10-17;KM_B;2013-10-14 07:44:00;2013-10-14 10:48:00;245000;F1;45 g - Standard;;;
HF;2013-10-19;IS_1;2013-10-14 11:10:00;2013-10-14 11:18:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-10-15;WE;2013-10-14 21:10:00;2013-10-14 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-15;FU;2013-10-14 21:38:00;2013-10-14 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-15;IS;2013-10-14 22:09:00;2013-10-14 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-15;ME;2013-10-14 22:52:00;2013-10-14 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-15;KF;2013-10-14 23:39:00;2013-10-14 23:58:00;12300;F1;45 g - Standard;;;
Dienstag, 15. Oktober 2013
AZ;2013-10-15;BU;2013-10-15 00:13:00;2013-10-15 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-15;MO;2013-10-15 00:35:00;2013-10-15 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-15;KE;2013-10-15 01:05:00;2013-10-15 01:42:00;24300;F1;45 g - Standard;;;
EX;2013-10-18;EXA_01;2013-10-15 09:10:00;2013-10-15 10:44:00;125000;F1;45 g - Standard;;;
HF;2013-10-18;WE_1;2013-10-15 10:59:00;2013-10-15 11:16:00;22000;F1;70 g - Vertapure;;;
MDG;2013-10-17;Saturn;2013-10-15 11:55:00;2013-10-15 13:05:00;92000;F1;45 g - Standard;;;
WA;2013-10-16;EIS;2013-10-15 14:10:00;2013-10-15 15:06:00;37000;F1;45 g - Standard;;;
WA;2013-10-16;EFU;2013-10-15 15:21:00;2013-10-15 16:01:00;26000;F1;45 g - Standard;;;
AZ;2013-10-16;WE;2013-10-15 21:10:00;2013-10-15 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-16;FU;2013-10-15 21:38:00;2013-10-15 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-16;IS;2013-10-15 22:09:00;2013-10-15 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-16;ME;2013-10-15 22:52:00;2013-10-15 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-16;KF;2013-10-15 23:39:00;2013-10-16 00:16:00;24300;F1;45 g - Standard;;;
Mittwoch, 16. Oktober 2013
AZ;2013-10-16;BU;2013-10-16 00:31:00;2013-10-16 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-10-16;MO;2013-10-16 00:53:00;2013-10-16 01:08:00;9700;F1;45 g - Standard;;;
AZ;2013-10-16;KE;2013-10-16 01:23:00;2013-10-16 02:00:00;24300;F1;45 g - Standard;;;
WA;2013-10-17;EKE;2013-10-16 10:10:00;2013-10-16 10:53:00;57000;F1;45 g - Standard;;;
WA;2013-10-17;EKF;2013-10-16 11:08:00;2013-10-16 11:54:00;61000;F1;45 g - Standard;;;
WA;2013-10-17;EME;2013-10-16 12:09:00;2013-10-16 12:46:00;49000;F1;45 g - Standard;;;
MDG;2013-10-18;Papst;2013-10-16 16:10:00;2013-10-16 16:26:00;10000;F1;52 g - UPM Brite 69C;;;
AZ;2013-10-17;WE;2013-10-16 21:10:00;2013-10-16 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-17;FU;2013-10-16 21:38:00;2013-10-16 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-17;IS;2013-10-16 22:09:00;2013-10-16 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-17;ME;2013-10-16 22:52:00;2013-10-16 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-17;KF;2013-10-16 23:39:00;2013-10-17 00:16:00;24300;F1;45 g - Standard;;;
Donnerstag, 17. Oktober 2013
AZ;2013-10-17;BU;2013-10-17 00:31:00;2013-10-17 00:38:00;4200;F1;45 g - Standard;;;
AZ;2013-10-17;KE;2013-10-17 00:53:00;2013-10-17 01:30:00;24300;F1;45 g - Standard;;;
AZ;2013-10-17;MO;2013-10-17 01:45:00;2013-10-17 02:00:00;9700;F1;45 g - Standard;;;
MDG;2013-10-23;Mayer;2013-10-17 12:10:00;2013-10-17 13:56:00;140000;F1;52 g - UPM Brite 69C;;;
HF;2013-10-19;AL_1;2013-10-17 14:40:00;2013-10-17 16:11:00;120000;F1;52 g - UPM Brite 69C;;;
WA;2013-10-19;ESA_1;2013-10-17 16:40:00;2013-10-17 17:30:00;33000;F1;45 g - Standard;;;
WA;2013-10-19;ESA;2013-10-17 17:45:00;2013-10-17 19:47:00;81000;F1;45 g - Standard;;;
AZ;2013-10-18;WE;2013-10-17 21:10:00;2013-10-17 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-18;FU;2013-10-17 21:38:00;2013-10-17 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-18;IS;2013-10-17 22:09:00;2013-10-17 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-18;ME;2013-10-17 22:52:00;2013-10-17 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-18;KF;2013-10-17 23:39:00;2013-10-17 23:58:00;12300;F1;45 g - Standard;;;
Freitag, 18. Oktober 2013
AZ;2013-10-18;BU;2013-10-18 00:13:00;2013-10-18 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-18;MO;2013-10-18 00:35:00;2013-10-18 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-18;KE;2013-10-18 01:05:00;2013-10-18 01:42:00;24300;F1;45 g - Standard;;;
MDG;2013-10-24;KM_E;2013-10-18 07:40:00;2013-10-18 08:02:00;29000;F1;45 g - Standard;;;
MDG;2013-10-24;KM_MUC;2013-10-18 08:17:00;2013-10-18 08:56:00;51000;F1;45 g - Standard;;;
MDG;2013-10-24;KM_A;2013-10-18 09:11:00;2013-10-18 10:59:00;143000;F1;45 g - Standard;;;
AZ;2013-10-19;AL_1;2013-10-18 15:30:00;2013-10-18 16:59:00;118000;F1;45 g - Standard;;;
AZ;2013-10-19;IS_9;2013-10-18 17:39:00;2013-10-18 17:54:00;19900;F1;45 g - Standard;;;
AZ;2013-10-19;ME_9;2013-10-18 18:09:00;2013-10-18 18:26:00;22600;F1;45 g - Standard;;;
AZ;2013-10-19;WE_9;2013-10-18 18:41:00;2013-10-18 18:49:00;9300;F1;45 g - Standard;;;
AZ;2013-10-19;FU_9;2013-10-18 19:04:00;2013-10-18 19:13:00;11300;F1;45 g - Standard;;;
AZ;2013-10-19;KF_9;2013-10-18 19:28:00;2013-10-18 19:38:00;13100;F1;45 g - Standard;;;
AZ;2013-10-19;BU_9;2013-10-18 19:53:00;2013-10-18 19:57:00;4400;F1;45 g - Standard;;;
AZ;2013-10-19;KE_9;2013-10-18 20:12:00;2013-10-18 20:33:00;27000;F1;45 g - Standard;;;
AZ;2013-10-19;MO_9;2013-10-18 20:48:00;2013-10-18 20:56:00;10200;F1;45 g - Standard;;;
AZ;2013-10-19;WE;2013-10-18 21:10:00;2013-10-18 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-19;FU;2013-10-18 21:38:00;2013-10-18 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-19;IS;2013-10-18 22:09:00;2013-10-18 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-19;ME;2013-10-18 22:52:00;2013-10-18 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-19;KF;2013-10-18 23:39:00;2013-10-18 23:58:00;12300;F1;45 g - Standard;;;
Samstag, 19. Oktober 2013
AZ;2013-10-19;BU;2013-10-19 00:13:00;2013-10-19 00:20:00;4200;F1;45 g - Standard;;;
AZ;2013-10-19;MO;2013-10-19 00:35:00;2013-10-19 00:50:00;9700;F1;45 g - Standard;;;
AZ;2013-10-19;KE;2013-10-19 01:05:00;2013-10-19 01:42:00;24300;F1;45 g - Standard;;;
Sonntag, 20. Oktober 2013
AZ;2013-10-21;WE;2013-10-20 21:10:00;2013-10-20 21:23:00;8500;F1;45 g - Standard;;;
AZ;2013-10-21;FU;2013-10-20 21:38:00;2013-10-20 21:54:00;10600;F1;45 g - Standard;;;
AZ;2013-10-21;IS;2013-10-20 22:09:00;2013-10-20 22:37:00;18000;F1;45 g - Standard;;;
AZ;2013-10-21;ME;2013-10-20 22:52:00;2013-10-20 23:24:00;21300;F1;45 g - Standard;;;
AZ;2013-10-21;KF;2013-10-20 23:39:00;2013-10-20 23:58:00;12300;F1;45 g - Standard;;;
TEST;2013-10-20;SO;2013-10-20 12:01:00;2013-10-20 12:02:00;1;F2;45 g - Standard;;;
